0.00	0.00	-4.19	-6.12
0.00	0.00	-4.28	-5.34
0.00	0.00	-4.35	-4.57
0.00	0.00	-4.40	-3.67
0.00	0.00	-4.43	-2.75
0.00	0.00	-4.45	-1.83
0.00	0.00	-4.45	-1.04
0.00	0.00	-4.43	-0.14
0.00	0.00	-4.40	0.78
0.00	0.00	-4.34	1.70
0.00	0.00	-4.27	2.75
0.00	0.00	-4.18	3.42
0.00	0.00	-4.07	4.31
0.00	0.00	-3.95	5.23
0.00	0.00	-3.81	6.01
0.00	0.00	-3.66	6.78
0.00	0.00	-3.50	7.55
0.00	0.00	-3.34	7.79
0.00	0.00	-3.17	8.22
0.00	0.00	-3.01	8.14
0.00	0.00	-2.85	8.13
0.00	0.00	-2.70	8.00
0.00	0.00	-2.55	7.58
0.00	0.00	-2.42	7.53
0.00	0.00	-2.30	6.72
0.00	0.00	-2.18	6.22
0.00	0.00	-2.09	5.75
0.00	0.00	-2.01	4.89
0.00	0.00	-1.95	4.11
0.00	0.00	-1.90	3.21
0.00	0.00	-1.87	2.42
0.00	0.00	-1.87	1.52
0.00	0.00	-1.87	0.47
0.00	0.00	-1.91	-0.33
0.00	0.00	-1.95	-1.37
0.00	0.00	-2.02	-2.31
0.00	0.00	-2.10	-3.10
0.00	0.00	-2.20	-4.13
0.00	0.00	-2.31	-4.80
0.00	0.00	-2.44	-5.56
0.00	0.00	-2.58	-6.19
0.00	0.00	-2.72	-6.54
0.00	0.00	-2.87	-7.25
0.00	0.00	-3.03	-7.48
0.00	0.00	-3.19	-7.78
0.00	0.00	-3.35	-7.95
0.00	0.00	-3.51	-7.97
0.00	0.00	-3.66	-7.98
0.00	0.00	-3.80	-7.58
0.00	0.00	-3.93	-7.26
0.00	0.00	-4.05	-6.69
0.00	0.00	-4.15	-5.81
0.00	0.00	-4.23	-5.03
0.00	0.00	-4.29	-4.26
0.00	0.00	-4.34	-3.23
0.00	0.00	-4.37	-2.56
0.00	0.00	-4.38	-1.54
0.00	0.00	-4.38	-0.74
0.00	0.00	-4.35	0.03
0.00	0.00	-4.31	1.07
0.00	0.00	-4.25	1.87
0.00	0.00	-4.18	2.91
0.00	0.00	-4.08	3.58
0.00	0.00	-3.98	4.46
0.00	0.00	-3.85	5.38
0.00	0.00	-3.71	6.03
0.00	0.00	-3.57	6.79
0.00	0.00	-3.41	7.28
0.00	0.00	-3.26	7.75
0.00	0.00	-3.10	7.68
0.00	0.00	-2.95	7.80
0.00	0.00	-2.80	7.56
0.00	0.00	-2.66	7.52
0.00	0.00	-2.52	7.12
0.00	0.00	-2.40	6.93
0.00	0.00	-2.29	6.11
0.00	0.00	-2.19	5.73
0.00	0.00	-2.11	5.02
0.00	0.00	-2.04	4.26
0.00	0.00	-1.99	3.49
0.00	0.00	-1.96	2.73
0.00	0.00	-1.94	1.70
0.00	0.00	-1.94	0.76
0.00	0.00	-1.96	0.10
0.00	0.00	-2.00	-0.91
0.00	0.00	-2.06	-1.85
0.00	0.00	-2.14	-2.77
0.00	0.00	-2.23	-3.56
0.00	0.00	-2.33	-4.33
0.00	0.00	-2.45	-5.23
0.00	0.00	-2.57	-5.62
0.00	0.00	-2.71	-6.20
0.00	0.00	-2.85	-6.81
0.00	0.00	-3.00	-6.89
0.00	0.00	-3.15	-7.43
0.00	0.00	-3.30	-7.64
0.00	0.00	-3.45	-7.53
0.00	0.00	-3.60	-7.52
0.00	0.00	-3.74	-7.38
0.00	0.00	-3.87	-6.97
0.00	0.00	-3.98	-6.51
0.00	0.00	-4.08	-5.79
0.00	0.00	-4.16	-4.90
0.00	0.00	-4.22	-4.24
0.00	0.00	-4.27	-3.23
0.00	0.00	-4.30	-2.43
0.00	0.00	-4.31	-1.65
0.00	0.00	-4.31	-0.75
0.00	0.00	-4.29	-0.10
0.00	0.00	-4.25	0.91
0.00	0.00	-4.19	1.85
0.00	0.00	-4.12	2.77
0.00	0.00	-4.03	3.43
0.00	0.00	-3.93	4.31
0.00	0.00	-3.81	5.09
0.00	0.00	-3.67	5.86
0.00	0.00	-3.53	6.50
0.00	0.00	-3.39	6.98
0.00	0.00	-3.24	7.31
0.00	0.00	-3.09	7.36
0.00	0.00	-2.95	7.36
0.00	0.00	-2.81	7.23
0.00	0.00	-2.67	7.08
0.00	0.00	-2.54	6.79
0.00	0.00	-2.43	6.62
0.00	0.00	-2.32	5.67
0.00	0.00	-2.23	5.41
0.00	0.00	-2.15	4.71
0.00	0.00	-2.09	3.95
0.00	0.00	-2.05	3.19
0.00	0.00	-2.02	2.42
0.00	0.00	-2.01	1.39
0.00	0.00	-2.01	0.59
0.00	0.00	-2.04	-0.05
0.00	0.00	-2.08	-1.07
0.00	0.00	-2.14	-2.00
0.00	0.00	-2.22	-2.92
0.00	0.00	-2.31	-3.58
0.00	0.00	-2.41	-4.33
0.00	0.00	-2.52	-5.10
0.00	0.00	-2.64	-5.46
0.00	0.00	-2.77	-6.05
0.00	0.00	-2.91	-6.52
0.00	0.00	-3.06	-6.85
0.00	0.00	-3.20	-7.16
0.00	0.00	-3.34	-7.20
0.00	0.00	-3.48	-7.08
0.00	0.00	-3.62	-7.19
0.00	0.00	-3.75	-6.81
0.00	0.00	-3.87	-6.49
0.00	0.00	-3.97	-6.05
0.00	0.00	-4.06	-5.20
0.00	0.00	-4.13	-4.42
0.00	0.00	-4.18	-3.78
0.00	0.00	-4.22	-2.77
0.00	0.00	-4.24	-1.97
0.00	0.00	-4.25	-1.19
0.00	0.00	-4.24	-0.43
0.00	0.00	-4.21	0.21
0.00	0.00	-4.16	1.35
0.00	0.00	-4.10	2.17
0.00	0.00	-4.02	2.95
0.00	0.00	-3.93	3.85
0.00	0.00	-3.82	4.50
0.00	0.00	-3.70	5.38
0.00	0.00	-3.57	6.03
0.00	0.00	-3.43	6.39
0.00	0.00	-3.29	6.83
0.00	0.00	-3.15	7.03
0.00	0.00	-3.01	7.05
0.00	0.00	-2.88	6.92
0.00	0.00	-2.74	6.91
0.00	0.00	-2.62	6.51
0.00	0.00	-2.50	6.19
0.00	0.00	-2.40	5.88
0.00	0.00	-2.31	5.17
0.00	0.00	-2.23	4.68
0.00	0.00	-2.17	4.08
0.00	0.00	-2.12	3.34
0.00	0.00	-2.09	2.44
0.00	0.00	-2.08	1.66
0.00	0.00	-2.08	0.89
0.00	0.00	-2.09	0.12
0.00	0.00	-2.13	-0.91
0.00	0.00	-2.18	-1.58
0.00	0.00	-2.25	-2.47
0.00	0.00	-2.33	-3.38
0.00	0.00	-2.43	-3.91
0.00	0.00	-2.53	-4.64
0.00	0.00	-2.65	-5.14
0.00	0.00	-2.77	-5.74
0.00	0.00	-2.90	-6.08
0.00	0.00	-3.04	-6.53
0.00	0.00	-3.18	-6.72
0.00	0.00	-3.31	-6.88
0.00	0.00	-3.45	-6.90
0.00	0.00	-3.58	-6.77
0.00	0.00	-3.70	-6.62
0.00	0.00	-3.82	-6.20
0.00	0.00	-3.92	-5.75
0.00	0.00	-4.00	-5.15
0.00	0.00	-4.07	-4.28
0.00	0.00	-4.13	-3.63
0.00	0.00	-4.16	-2.88
0.00	0.00	-4.19	-1.98
0.00	0.00	-4.19	-1.20
0.00	0.00	-4.19	-0.43
0.00	0.00	-4.16	0.21
0.00	0.00	-4.12	1.22
0.00	0.00	-4.05	2.02
0.00	0.00	-3.98	2.93
0.00	0.00	-3.89	3.58
0.00	0.00	-3.79	4.33
0.00	0.00	-3.67	5.10
0.00	0.00	-3.54	5.86
0.00	0.00	-3.41	6.10
0.00	0.00	-3.28	6.53
0.00	0.00	-3.15	6.72
0.00	0.00	-3.01	6.61
0.00	0.00	-2.89	6.73
0.00	0.00	-2.76	6.48
0.00	0.00	-2.64	6.18
0.00	0.00	-2.53	5.88
0.00	0.00	-2.44	5.57
0.00	0.00	-2.35	4.87
0.00	0.00	-2.28	4.50
0.00	0.00	-2.22	3.66
0.00	0.00	-2.17	3.15
0.00	0.00	-2.15	2.28
0.00	0.00	-2.14	1.50
0.00	0.00	-2.14	0.60
0.00	0.00	-2.16	0.08
0.00	0.00	-2.20	-0.92
0.00	0.00	-2.25	-1.72
0.00	0.00	-2.31	-2.62
0.00	0.00	-2.40	-3.27
0.00	0.00	-2.49	-3.89
0.00	0.00	-2.59	-4.51
0.00	0.00	-2.70	-4.99
0.00	0.00	-2.82	-5.58
0.00	0.00	-2.95	-5.80
0.00	0.00	-3.08	-6.36
0.00	0.00	-3.21	-6.43
0.00	0.00	-3.34	-6.57
0.00	0.00	-3.47	-6.46
0.00	0.00	-3.59	-6.45
0.00	0.00	-3.70	-6.18
0.00	0.00	-3.81	-5.88
0.00	0.00	-3.90	-5.30
0.00	0.00	-3.98	-4.70
0.00	0.00	-4.05	-3.95
0.00	0.00	-4.09	-3.32
0.00	0.00	-4.12	-2.44
0.00	0.00	-4.14	-1.66
0.00	0.00	-4.14	-0.89
0.00	0.00	-4.13	-0.25
0.00	0.00	-4.10	0.50
0.00	0.00	-4.05	1.39
0.00	0.00	-3.99	2.31
0.00	0.00	-3.91	2.97
0.00	0.00	-3.81	3.85
0.00	0.00	-3.71	4.50
0.00	0.00	-3.60	5.12
0.00	0.00	-3.47	5.60
0.00	0.00	-3.35	6.06
0.00	0.00	-3.22	6.26
0.00	0.00	-3.09	6.42
0.00	0.00	-2.97	6.31
0.00	0.00	-2.85	6.29
0.00	0.00	-2.73	6.16
0.00	0.00	-2.62	5.74
0.00	0.00	-2.52	5.42
0.00	0.00	-2.44	5.11
0.00	0.00	-2.36	4.41
0.00	0.00	-2.30	3.91
0.00	0.00	-2.25	3.31
0.00	0.00	-2.21	2.57
0.00	0.00	-2.20	1.81
0.00	0.00	-2.19	1.04
0.00	0.00	-2.20	0.27
0.00	0.00	-2.23	-0.23
0.00	0.00	-2.27	-1.36
0.00	0.00	-2.33	-2.04
0.00	0.00	-2.40	-2.80
0.00	0.00	-2.48	-3.43
0.00	0.00	-2.58	-4.05
0.00	0.00	-2.68	-4.53
0.00	0.00	-2.79	-5.25
0.00	0.00	-2.91	-5.35
0.00	0.00	-3.03	-5.90
0.00	0.00	-3.16	-6.10
0.00	0.00	-3.28	-6.13
0.00	0.00	-3.40	-6.27
0.00	0.00	-3.52	-6.02
0.00	0.00	-3.63	-6.12
0.00	0.00	-3.74	-5.60
0.00	0.00	-3.83	-5.27
0.00	0.00	-3.91	-4.82
0.00	0.00	-3.98	-4.10
0.00	0.00	-4.03	-3.34
0.00	0.00	-4.06	-2.57
0.00	0.00	-4.08	-1.81
0.00	0.00	-4.09	-1.17
0.00	0.00	-4.08	-0.42
0.00	0.00	-4.06	0.08
0.00	0.00	-4.01	1.20
0.00	0.00	-3.96	2.02
0.00	0.00	-3.89	2.66
0.00	0.00	-3.80	3.41
0.00	0.00	-3.71	4.18
0.00	0.00	-3.60	4.81
0.00	0.00	-3.49	5.16
0.00	0.00	-3.37	5.61
0.00	0.00	-3.25	5.93
0.00	0.00	-3.12	6.11
0.00	0.00	-3.01	6.00
0.00	0.00	-2.89	5.98
0.00	0.00	-2.78	5.85
0.00	0.00	-2.67	5.57
0.00	0.00	-2.57	5.40
0.00	0.00	-2.49	4.97
0.00	0.00	-2.42	4.39
0.00	0.00	-2.35	3.64
0.00	0.00	-2.30	3.28
0.00	0.00	-2.27	2.57
0.00	0.00	-2.25	1.81
0.00	0.00	-2.24	1.17
0.00	0.00	-2.24	0.42
0.00	0.00	-2.27	-0.08
0.00	0.00	-2.31	-1.20
0.00	0.00	-2.36	-1.89
0.00	0.00	-2.43	-2.51
0.00	0.00	-2.50	-3.26
0.00	0.00	-2.59	-3.62
0.00	0.00	-2.69	-4.34
0.00	0.00	-2.80	-4.96
0.00	0.00	-2.91	-5.05
0.00	0.00	-3.02	-5.59
0.00	0.00	-3.14	-5.80
0.00	0.00	-3.26	-5.82
0.00	0.00	-3.38	-5.96
0.00	0.00	-3.49	-5.85
0.00	0.00	-3.60	-5.70
0.00	0.00	-3.70	-5.41
0.00	0.00	-3.79	-5.11
0.00	0.00	-3.87	-4.54
0.00	0.00	-3.93	-3.93
0.00	0.00	-3.98	-3.32
0.00	0.00	-4.01	-2.57
0.00	0.00	-4.03	-1.81
0.00	0.00	-4.04	-1.04
0.00	0.00	-4.04	-0.41
0.00	0.00	-4.01	0.08
0.00	0.00	-3.97	1.07
0.00	0.00	-3.92	1.87
0.00	0.00	-3.85	2.64
0.00	0.00	-3.77	3.41
0.00	0.00	-3.67	3.91
0.00	0.00	-3.57	4.51
0.00	0.00	-3.46	4.99
0.00	0.00	-3.35	5.45
0.00	0.00	-3.24	5.65
0.00	0.00	-3.12	5.67
0.00	0.00	-3.01	5.81
0.00	0.00	-2.89	5.69
0.00	0.00	-2.79	5.55
0.00	0.00	-2.69	5.39
0.00	0.00	-2.60	4.97
0.00	0.00	-2.51	4.65
0.00	0.00	-2.45	4.21
0.00	0.00	-2.39	3.49
0.00	0.00	-2.34	2.99
0.00	0.00	-2.31	2.39
0.00	0.00	-2.29	1.65
0.00	0.00	-2.29	1.02
0.00	0.00	-2.30	0.27
0.00	0.00	-2.32	-0.36
0.00	0.00	-2.36	-1.11
0.00	0.00	-2.42	-1.87
0.00	0.00	-2.48	-2.51
0.00	0.00	-2.55	-3.12
0.00	0.00	-2.64	-3.61
0.00	0.00	-2.74	-4.20
0.00	0.00	-2.83	-4.68
0.00	0.00	-2.94	-4.88
0.00	0.00	-3.05	-5.44
0.00	0.00	-3.17	-5.51
0.00	0.00	-3.28	-5.65
0.00	0.00	-3.39	-5.54
0.00	0.00	-3.50	-5.52
0.00	0.00	-3.60	-5.39
0.00	0.00	-3.69	-5.11
0.00	0.00	-3.77	-4.80
0.00	0.00	-3.85	-4.23
0.00	0.00	-3.90	-3.62
0.00	0.00	-3.95	-3.01
0.00	0.00	-3.98	-2.26
0.00	0.00	-3.99	-1.63
0.00	0.00	-3.99	-0.75
0.00	0.00	-3.98	-0.23
0.00	0.00	-3.96	0.37
0.00	0.00	-3.91	1.24
0.00	0.00	-3.86	2.03
0.00	0.00	-3.79	2.79
0.00	0.00	-3.71	3.30
0.00	0.00	-3.62	4.03
0.00	0.00	-3.52	4.39
0.00	0.00	-3.41	4.84
0.00	0.00	-3.30	5.16
0.00	0.00	-3.20	5.47
0.00	0.00	-3.08	5.52
0.00	0.00	-2.98	5.39
0.00	0.00	-2.87	5.37
0.00	0.00	-2.77	5.37
0.00	0.00	-2.68	4.84
0.00	0.00	-2.60	4.63
0.00	0.00	-2.52	4.34
0.00	0.00	-2.46	3.90
0.00	0.00	-2.41	3.05
0.00	0.00	-2.37	2.67
0.00	0.00	-2.35	1.95
0.00	0.00	-2.34	1.46
0.00	0.00	-2.33	0.60
0.00	0.00	-2.35	0.21
0.00	0.00	-2.38	-0.50
0.00	0.00	-2.42	-1.39
0.00	0.00	-2.47	-2.05
0.00	0.00	-2.54	-2.66
0.00	0.00	-2.61	-3.01
0.00	0.00	-2.70	-3.86
0.00	0.00	-2.79	-4.24
0.00	0.00	-2.89	-4.42
0.00	0.00	-2.99	-4.98
0.00	0.00	-3.10	-5.18
0.00	0.00	-3.21	-5.34
0.00	0.00	-3.31	-5.37
0.00	0.00	-3.42	-5.24
0.00	0.00	-3.52	-5.22
0.00	0.00	-3.61	-4.95
0.00	0.00	-3.70	-4.65
0.00	0.00	-3.77	-4.34
0.00	0.00	-3.83	-3.77
0.00	0.00	-3.88	-3.16
0.00	0.00	-3.92	-2.55
0.00	0.00	-3.94	-1.94
0.00	0.00	-3.95	-1.19
0.00	0.00	-3.95	-0.56
0.00	0.00	-3.93	-0.08
0.00	0.00	-3.89	0.92
0.00	0.00	-3.85	1.58
0.00	0.00	-3.78	2.34
0.00	0.00	-3.71	2.84
0.00	0.00	-3.63	3.57
0.00	0.00	-3.54	3.93
0.00	0.00	-3.44	4.51
0.00	0.00	-3.34	4.85
0.00	0.00	-3.24	4.90
0.00	0.00	-3.13	5.17
0.00	0.00	-3.03	5.21
0.00	0.00	-2.93	5.21
0.00	0.00	-2.83	4.95
0.00	0.00	-2.74	4.91
0.00	0.00	-2.66	4.64
0.00	0.00	-2.58	4.21
0.00	0.00	-2.52	3.89
0.00	0.00	-2.47	3.31
0.00	0.00	-2.43	2.70
0.00	0.00	-2.39	2.09
0.00	0.00	-2.38	1.61
0.00	0.00	-2.38	0.88
0.00	0.00	-2.38	0.25
0.00	0.00	-2.40	-0.23
0.00	0.00	-2.44	-1.09
0.00	0.00	-2.49	-1.61
0.00	0.00	-2.54	-2.21
0.00	0.00	-2.62	-2.82
0.00	0.00	-2.69	-3.43
0.00	0.00	-2.78	-3.91
0.00	0.00	-2.87	-4.11
0.00	0.00	-2.97	-4.54
0.00	0.00	-3.07	-4.86
0.00	0.00	-3.17	-5.03
0.00	0.00	-3.27	-5.06
0.00	0.00	-3.37	-5.06
0.00	0.00	-3.47	-5.06
0.00	0.00	-3.56	-4.80
0.00	0.00	-3.64	-4.63
0.00	0.00	-3.72	-4.21
0.00	0.00	-3.78	-3.75
0.00	0.00	-3.83	-3.16
0.00	0.00	-3.87	-2.68
0.00	0.00	-3.89	-2.09
0.00	0.00	-3.91	-1.34
0.00	0.00	-3.91	-0.71
0.00	0.00	-3.90	-0.23
0.00	0.00	-3.87	0.50
0.00	0.00	-3.83	1.39
0.00	0.00	-3.77	1.91
0.00	0.00	-3.71	2.65
0.00	0.00	-3.63	3.28
0.00	0.00	-3.55	3.63
0.00	0.00	-3.46	4.07
0.00	0.00	-3.36	4.53
0.00	0.00	-3.26	4.72
0.00	0.00	-3.16	4.88
0.00	0.00	-3.06	5.04
0.00	0.00	-2.97	4.93
0.00	0.00	-2.87	4.78
0.00	0.00	-2.78	4.76
0.00	0.00	-2.70	4.49
0.00	0.00	-2.63	4.06
0.00	0.00	-2.56	3.73
0.00	0.00	-2.51	3.42
0.00	0.00	-2.47	2.72
0.00	0.00	-2.44	2.22
0.00	0.00	-2.42	1.49
0.00	0.00	-2.42	1.00
0.00	0.00	-2.42	0.40
0.00	0.00	-2.44	-0.08
0.00	0.00	-2.47	-0.81
0.00	0.00	-2.51	-1.44
0.00	0.00	-2.56	-2.05
0.00	0.00	-2.63	-2.53
0.00	0.00	-2.70	-3.13
0.00	0.00	-2.78	-3.74
0.00	0.00	-2.87	-3.82
0.00	0.00	-2.96	-4.36
0.00	0.00	-3.06	-4.57
0.00	0.00	-3.16	-4.86
0.00	0.00	-3.25	-4.77
0.00	0.00	-3.35	-4.89
0.00	0.00	-3.44	-4.77
0.00	0.00	-3.53	-4.63
0.00	0.00	-3.61	-4.47
0.00	0.00	-3.68	-4.05
0.00	0.00	-3.74	-3.60
0.00	0.00	-3.79	-3.27
0.00	0.00	-3.83	-2.57
0.00	0.00	-3.86	-2.07
0.00	0.00	-3.87	-1.34
0.00	0.00	-3.87	-0.84
0.00	0.00	-3.86	-0.11
0.00	0.00	-3.84	0.38
0.00	0.00	-3.80	1.25
0.00	0.00	-3.75	1.76
0.00	0.00	-3.69	2.49
0.00	0.00	-3.62	2.99
0.00	0.00	-3.54	3.46
0.00	0.00	-3.45	4.05
0.00	0.00	-3.36	4.26
0.00	0.00	-3.26	4.42
0.00	0.00	-3.17	4.71
0.00	0.00	-3.07	4.75
0.00	0.00	-2.98	4.75
0.00	0.00	-2.89	4.62
0.00	0.00	-2.81	4.47
0.00	0.00	-2.73	4.32
0.00	0.00	-2.66	3.90
0.00	0.00	-2.59	3.58
0.00	0.00	-2.54	3.27
0.00	0.00	-2.50	2.83
0.00	0.00	-2.47	2.11
0.00	0.00	-2.45	1.48
0.00	0.00	-2.45	1.00
0.00	0.00	-2.45	0.40
0.00	0.00	-2.47	0.05
0.00	0.00	-2.49	-0.79
0.00	0.00	-2.53	-1.30
0.00	0.00	-2.58	-1.90
0.00	0.00	-2.65	-2.51
0.00	0.00	-2.72	-2.99
0.00	0.00	-2.79	-3.46
0.00	0.00	-2.88	-3.65
0.00	0.00	-2.97	-4.21
0.00	0.00	-3.06	-4.42
0.00	0.00	-3.15	-4.58
0.00	0.00	-3.24	-4.60
0.00	0.00	-3.33	-4.60
0.00	0.00	-3.42	-4.60
0.00	0.00	-3.51	-4.47
0.00	0.00	-3.58	-4.19
0.00	0.00	-3.65	-4.02
0.00	0.00	-3.71	-3.33
0.00	0.00	-3.76	-3.10
0.00	0.00	-3.80	-2.54
0.00	0.00	-3.82	-1.94
0.00	0.00	-3.83	-1.32
0.00	0.00	-3.84	-0.71
0.00	0.00	-3.83	-0.23
0.00	0.00	-3.80	0.37
0.00	0.00	-3.77	1.11
0.00	0.00	-3.71	1.74
0.00	0.00	-3.66	2.49
0.00	0.00	-3.59	2.86
0.00	0.00	-3.51	3.30
0.00	0.00	-3.43	3.76
0.00	0.00	-3.34	4.09
0.00	0.00	-3.25	4.27
0.00	0.00	-3.16	4.56
0.00	0.00	-3.07	4.60
0.00	0.00	-2.98	4.47
0.00	0.00	-2.89	4.45
0.00	0.00	-2.81	4.32
0.00	0.00	-2.74	4.03
0.00	0.00	-2.67	3.73
0.00	0.00	-2.62	3.42
0.00	0.00	-2.56	2.98
0.00	0.00	-2.52	2.66
0.00	0.00	-2.50	2.08
0.00	0.00	-2.48	1.34
0.00	0.00	-2.48	0.84
0.00	0.00	-2.48	0.38
0.00	0.00	-2.49	0.05
0.00	0.00	-2.52	-0.79
0.00	0.00	-2.56	-1.30
0.00	0.00	-2.62	-1.90
0.00	0.00	-2.68	-2.51
0.00	0.00	-2.74	-2.99
0.00	0.00	-2.81	-3.19
0.00	0.00	-2.89	-3.62
0.00	0.00	-2.98	-4.07
0.00	0.00	-3.07	-4.13
0.00	0.00	-3.16	-4.41
0.00	0.00	-3.25	-4.44
0.00	0.00	-3.33	-4.45
0.00	0.00	-3.42	-4.32
0.00	0.00	-3.50	-4.17
0.00	0.00	-3.57	-4.01
0.00	0.00	-3.63	-3.73
0.00	0.00	-3.69	-3.29
0.00	0.00	-3.74	-2.83
0.00	0.00	-3.77	-2.37
0.00	0.00	-3.79	-1.78
0.00	0.00	-3.80	-1.17
0.00	0.00	-3.80	-0.56
0.00	0.00	-3.79	-0.08
0.00	0.00	-3.76	0.39
0.00	0.00	-3.72	1.25
0.00	0.00	-3.68	1.89
0.00	0.00	-3.62	2.38
0.00	0.00	-3.55	2.71
0.00	0.00	-3.48	3.28
0.00	0.00	-3.40	3.76
0.00	0.00	-3.31	3.82
0.00	0.00	-3.23	4.23
0.00	0.00	-3.14	4.29
0.00	0.00	-3.05	4.29
0.00	0.00	-2.97	4.29
0.00	0.00	-2.89	4.30
0.00	0.00	-2.81	4.03
0.00	0.00	-2.74	3.86
0.00	0.00	-2.68	3.57
0.00	0.00	-2.62	3.14
0.00	0.00	-2.58	2.81
0.00	0.00	-2.54	2.37
0.00	0.00	-2.52	1.91
0.00	0.00	-2.50	1.19
0.00	0.00	-2.50	0.82
0.00	0.00	-2.50	0.24
0.00	0.00	-2.53	-0.10
0.00	0.00	-2.56	-0.94
0.00	0.00	-2.60	-1.45
0.00	0.00	-2.65	-1.92
0.00	0.00	-2.71	-2.38
0.00	0.00	-2.77	-2.98
0.00	0.00	-2.84	-3.19
0.00	0.00	-2.92	-3.48
0.00	0.00	-3.00	-3.92
0.00	0.00	-3.09	-3.98
0.00	0.00	-3.17	-4.25
0.00	0.00	-3.26	-4.29
0.00	0.00	-3.34	-4.16
0.00	0.00	-3.42	-4.14
0.00	0.00	-3.49	-4.01
